	RyersonU	sageryerson	TetraRyerson	mathryerson	
rubix	0.003713134305363044	0.0	0.0	0.0	
rubs	0.001856567152681522	0.0	0.0	0.0	
rubtsovryerson	0.0	0.0	0.0	0.010777172045613662	
rucampus	0.001856567152681522	0.0	0.0	0.0	
rucampusstore	0.02413537298485979	0.0	0.0	0.0	
rucampusstores	0.001856567152681522	0.0	0.0	0.0	
rudebtfree	0.037131343053630445	0.0	0.0	0.0	
rueats	0.03898791020631197	0.0	0.0	0.0	
ruengineering	0.009282835763407611	0.0	0.0	0.0	
rufacultyofarts	0.009282835763407611	0.0	0.0	0.0	
rufashionzone	0.007426268610726088	0.0	0.0	0.0	
rufashionzones	0.001856567152681522	0.0	0.0	0.0	
rufeas	0.012995970068770655	0.0	0.0	0.0	
ruff	0.003713134305363044	0.0	0.0	0.0	
ruhabmuzaffar	0.001856567152681522	0.0	0.0	0.0	
ruhousing	0.003713134305363044	0.0	0.0	0.0	
ruit	0.0	0.0	0.0	0.010777172045613662	
ruiter	0.001856567152681522	0.0	0.0	0.0	
rumotivated	0.012995970068770655	0.0	0.0	0.0	
running	0.027848507290222833	0.0	0.0	0.0	
ruonecard	0.001856567152681522	0.0	0.0	0.0	
rurecreation	0.001856567152681522	0.0	0.0	0.0	
ruregistrar	0.001856567152681522	0.0	0.0	0.0	
ruservicehub	0.04270104451167501	0.0	0.0	0.0	
rusocialventure	0.009282835763407611	0.0	0.0	0.0	
russian	0.0	0.0	0.0	0.010777172045613662	
russo	0.007426268610726088	0.0	0.0	0.0	
rustudentlife	0.03156164159558588	0.0	0.0	0.0	
rusulalrubail	0.0055697014580445665	0.0	0.0	0.0	
ruth	0.001856567152681522	0.0	0.0	0.0	
rutherapydogs	0.022278805832178266	0.0	0.0	0.0	
rutoastmasters	0.003713134305363044	0.0	0.0	0.0	
rutv	0.003713134305363044	0.0	0.0	0.0	
rutvnews	0.003713134305363044	0.0	0.0	0.0	
ruunited	0.06869298464921632	0.0	0.0	0.0	
ruzgar	0.0	0.0	0.0	0.010777172045613662	
ruzonelearning	0.003713134305363044	0.0	0.0	0.0	
rwileadership	0.001856567152681522	0.0	0.0	0.0	
ryan	0.003713134305363044	0.0	0.0	0.0	
ryanwalterss	0.001856567152681522	0.0	0.0	0.0	
ryecast	0.003713134305363044	0.0	0.0	0.0	
ryecomcultgpd	0.001856567152681522	0.0	0.0	0.0	
ryequity	0.02599194013754131	0.0	0.0	0.0	
ryerson	0.0	0.0	0.0	0.0	
ryersonalumni	0.03156164159558588	0.0	0.0	0.0	
ryersoncareer	0.012995970068770655	0.0	0.0	0.0	
ryersoncareers	0.001856567152681522	0.0	0.0	0.0	
ryersoncgcegmailcom	0.007426268610726088	0.0	0.0	0.0	
ryersoncue	0.02599194013754131	0.0	0.0	0.0	
ryersondas	0.05384044742776414	0.0	0.0	0.0	
ryersondec	0.003713134305363044	0.0	0.0	0.0	
ryersondmz	0.07054955180189784	0.0	0.0	0.0	
ryersondmzbased	0.0055697014580445665	0.0	0.0	0.0	
ryersonecs	0.001856567152681522	0.0	0.0	0.0	
ryersonedi	0.07797582041262394	0.0	0.0	0.0	
ryersonenglish	0.001856567152681522	0.0	0.0	0.0	
ryersonexams	0.05941014888580871	0.0	0.0	0.0	
ryersonfashion	0.003713134305363044	0.0	0.0	0.0	
ryersonfcad	0.046414178817038056	0.0	0.0	0.0	
ryersonfcads	0.022278805832178266	0.0	0.0	0.0	
ryersonfcs	0.018565671526815222	0.0	0.0	0.0	
ryersonfixit	0.06497985034385327	0.0	0.0	0.0	
ryersonfolio	0.003713134305363044	0.0	0.0	0.0	
ryersonfrc	0.018565671526815222	0.0	0.0	0.0	
ryersonhr	0.020422238679496746	0.0	0.0	0.0	
ryersonian	0.003713134305363044	0.0	0.0	0.0	
ryersonians	0.0055697014580445665	0.0	0.0	0.0	
ryersonima	0.003713134305363044	0.0	0.0	0.0	
ryersoniss	0.0055697014580445665	0.0	0.0	0.0	
ryersonjohn	0.001856567152681522	0.0	0.0	0.0	
ryersonjourn	0.0167091043741337	0.0	0.0	0.0	
ryersonlibdme	0.001856567152681522	0.0	0.0	0.0	
ryersonlibrary	0.001856567152681522	0.0	0.0	0.0	
ryersonliz	0.003713134305363044	0.0	0.0	0.0	
ryersonmba	0.009282835763407611	0.0	0.0	0.0	
ryersonmbagames	0.001856567152681522	0.0	0.0	0.0	
ryersonmbas	0.0055697014580445665	0.0	0.0	0.0	
ryersonmbb	0.0055697014580445665	0.0	0.0	0.0	
ryersonmdm	0.001856567152681522	0.0	0.0	0.0	
ryersonmodelling	0.0	0.0	0.0	0.010777172045613662	
ryersonouf	0.014852537221452177	0.0	0.0	0.0	
ryersonpsych	0.009282835763407611	0.0	0.0	0.0	
ryersonrams	0.08540208902335002	0.0	0.0	0.0	
ryersonrc	0.001856567152681522	0.0	0.0	0.0	
ryersonreview	0.001856567152681522	0.0	0.0	0.0	
ryersonrjrc	0.011139402916089133	0.0	0.0	0.0	
ryersons	0.18194358096278918	0.0	0.0	0.0	
ryersonsafety	0.0055697014580445665	0.0	0.0	0.0	
ryersonsci	0.0055697014580445665	0.0	0.0	0.0	
ryersonsecurity	0.007426268610726088	0.0	0.0	0.0	
ryersonsls	0.011139402916089133	0.0	0.0	0.0	
ryersonsmartlab	0.001856567152681522	0.0	0.0	0.0	
ryersonthurs	0.0	0.0	0.0	0.010777172045613662	
ryersonthursday	0.0	0.0	0.0	0.03233151613684099	
ryersonthursdayapril	0.0	0.0	0.0	0.010777172045613662	
ryersonthursdaymay	0.0	0.0	0.0	0.010777172045613662	
ryersontoday	0.011139402916089133	0.0	0.0	0.0	
ryersontodayatryersonca	0.001856567152681522	0.0	0.0	0.0	
ryersontuesfeb	0.0	0.0	0.0	0.010777172045613662	
ryersonu	0.06312328319117176	0.0	0.0	0.0	
ryersonwednov	0.0	0.0	0.0	0.010777172045613662	
ryeshomegrown	0.011139402916089133	0.0	0.0	0.0	
ryeshomegrowns	0.001856567152681522	0.0	0.0	0.0	
ryesocialwork	0.001856567152681522	0.0	0.0	0.0	
ryesu	0.029705074442904354	0.0	0.0	0.0	
ryesus	0.001856567152681522	0.0	0.0	0.0	
ryscidean	0.0167091043741337	0.0	0.0	0.0	
rysurp	0.003713134305363044	0.0	0.0	0.0	
saddened	0.003713134305363044	0.0	0.0	0.0	
safe	0.02413537298485979	0.0	0.0	0.0	
safeandsilent	0.001856567152681522	0.0	0.0	0.0	
safer	0.001856567152681522	0.0	0.0	0.0	
safety	0.011139402916089133	0.0	0.0	0.0	
saidoun	0.001856567152681522	0.0	0.0	0.0	
saieed	0.0	0.0	0.0	0.010777172045613662	
salad	0.0	0.0	0.0	0.010777172045613662	
samantha	0.0	0.0	0.0	0.010777172045613662	
samuellehner	0.001856567152681522	0.0	0.0	0.0	
sanism	0.0055697014580445665	0.0	0.0	0.0	
santa	0.007426268610726088	0.0	0.0	0.0	
sarabjit	0.009282835763407611	0.0	0.0	0.0	
sarahikr	0.001856567152681522	0.0	0.0	0.0	
sarahsalutesyou	0.001856567152681522	0.0	0.0	0.0	
sarayoussef	0.001856567152681522	0.0	0.0	0.0	
saskatchewansecrets	0.0	0.0	0.0	0.010777172045613662	
sat	0.0046414178817038056	0.0	0.0	0.010777172045613662	
satisfaction	0.0	0.0	0.0	0.010777172045613662	
satisfy	0.001856567152681522	0.0	0.0	0.0	
saturday	0.012995970068770655	0.0	0.0	0.0	
saturdayat	0.001856567152681522	0.0	0.0	0.0	
saturdays	0.001856567152681522	0.0	0.0	0.0	
saul	0.001856567152681522	0.0	0.0	0.0	
save	0.001856567152681522	0.0	0.0	0.0	
savings	0.003713134305363044	0.0	0.0	0.0	
sawdust	0.001856567152681522	0.0	0.0	0.0	
saywecanfall	0.001856567152681522	0.0	0.0	0.0	
sb	0.001856567152681522	0.0	0.0	0.0	
sbb	0.0055697014580445665	0.0	0.0	0.0	
scaachi	0.001856567152681522	0.0	0.0	0.0	
scarves	0.001856567152681522	0.0	0.0	0.0	
scc	0.001856567152681522	0.0	0.0	0.0	
scenes	0.001856567152681522	0.0	0.0	0.0	
scenic	0.001856567152681522	0.0	0.0	0.0	
schedule	0.03156164159558588	0.0	0.0	0.0	
scheduled	0.02413537298485979	0.0	0.0	0.0	
schedules	0.022278805832178266	0.0	0.0	0.0	
schemes	0.0	0.0	0.0	0.010777172045613662	
scholar	0.003713134305363044	0.0	0.0	0.0	
scholarly	0.001856567152681522	0.0	0.0	0.005388586022806831	
scholars	0.003713134305363044	0.0	0.0	0.0	
scholarship	9.28283576340761E-4	0.0	0.0	0.04310868818245465	
scholarships	9.28283576340761E-4	0.0	0.0	0.016165758068420494	
scholarshipsapplication	0.0	0.0	0.0	0.010777172045613662	
scholarshipsdeadline	0.0	0.0	0.0	0.010777172045613662	
school	0.04919902954606034	0.0	0.0	0.03233151613684099	
schools	0.018565671526815222	0.0	0.0	0.0	
science	0.007426268610726088	0.0	0.0	0.04849727420526148	
sciencebased	0.003713134305363044	0.0	0.0	0.0	
sciences	0.001856567152681522	0.0	0.0	0.010777172045613662	
scientist	0.0	0.0	0.0	0.010777172045613662	
scoop	0.001856567152681522	0.0	0.0	0.0	
score	0.001856567152681522	0.0	0.0	0.0	
scores	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
scotiabank	0.0055697014580445665	0.0	0.0	0.0	
scott	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
scottuniv	0.0	0.0	0.0	0.010777172045613662	
scotty	0.001856567152681522	0.0	0.0	0.0	
scottybawesome	0.007426268610726088	0.0	0.0	0.0	
scratches	0.001856567152681522	0.0	0.0	0.0	
screen	0.011139402916089133	0.0	0.0	0.0	
screening	0.0055697014580445665	0.0	0.0	0.0	
scssstg	0.001856567152681522	0.0	0.0	0.0	
se	0.001856567152681522	0.0	0.0	0.0	
sealing	0.007426268610726088	0.0	0.0	0.0	
seamless	0.001856567152681522	0.0	0.0	0.0	
seamone	0.0	0.0	0.0	0.010777172045613662	
search	0.020422238679496746	0.0	0.0	0.0	
searching	9.28283576340761E-4	0.0	0.0	0.010777172045613662	
season	0.029705074442904354	0.0	0.0	0.0	
second	0.03156164159558588	0.0	0.0	0.0	
secondary	0.001856567152681522	0.0	0.0	0.0	
secrets	0.0055697014580445665	0.0	0.0	0.0	
secure	0.0055697014580445665	0.0	0.0	0.0	
security	0.0835455218706685	0.0	0.0	0.0	
securityryersonca	0.027848507290222833	0.0	0.0	0.0	
seda	0.001856567152681522	0.0	0.0	0.0	
segment	0.0055697014580445665	0.0	0.0	0.0	
segments	0.001856567152681522	0.0	0.0	0.0	
selection	0.0	0.0	0.0	0.010777172045613662	
selfie	0.001856567152681522	0.0	0.0	0.0	
selforganizing	0.0	0.0	0.0	0.010777172045613662	
sell	0.001856567152681522	0.0	0.0	0.0	
semester	0.007426268610726088	0.0	0.0	0.005388586022806831	
seminar	0.0046414178817038056	0.0	0.0	0.016165758068420494	
seminarfriday	0.0	0.0	0.0	0.010777172045613662	
seminarmon	0.0	0.0	0.0	0.010777172045613662	
seminarnov	0.0	0.0	0.0	0.021554344091227324	
seminars	0.0	0.0	0.0	0.010777172045613662	
seminarthur	0.0	0.0	0.0	0.010777172045613662	
seminarthurs	0.0	0.0	0.0	0.0862173763649093	
seminarthursday	0.0	0.0	0.0	0.021554344091227324	
seminarthursfeb	0.0	0.0	0.0	0.010777172045613662	
seminarthursjan	0.0	0.0	0.0	0.010777172045613662	
seminarthursmarch	0.0	0.0	0.0	0.010777172045613662	
seminarthursnov	0.0	0.0	0.0	0.010777172045613662	
seminarthursoct	0.0	0.0	0.0	0.010777172045613662	
seminarwed	0.0	0.0	0.0	0.021554344091227324	
semmon	0.0	0.0	0.0	0.010777172045613662	
senate	0.046414178817038056	0.0	0.0	0.0	
send	0.012995970068770655	0.0	0.0	0.0	
sends	0.001856567152681522	0.0	0.0	0.0	
separate	0.001856567152681522	0.0	0.0	0.0	
separately	0.001856567152681522	0.0	0.0	0.0	
sept	0.023207089408519028	0.0	0.0	0.04310868818245465	
september	0.003713134305363044	0.0	0.0	0.021554344091227324	
sequel	0.001856567152681522	0.0	0.0	0.0	
seraji	0.003713134305363044	0.0	0.0	0.0	
serenahardy	0.001856567152681522	0.0	0.0	0.0	
sergey	0.0	0.0	0.0	0.010777172045613662	
serguei	0.0	0.0	0.0	0.010777172045613662	
series	0.013924253645111417	0.0	0.0	0.005388586022806831	
seriesthursnov	0.0	0.0	0.0	0.010777172045613662	
seriously	0.001856567152681522	0.0	0.0	0.0	
service	0.012995970068770655	0.0	0.0	0.0	
servicehub	0.003713134305363044	0.0	0.0	0.0	
services	0.011139402916089133	0.0	0.0	0.005388586022806831	
serving	0.001856567152681522	0.0	0.0	0.0	
sess	0.001856567152681522	0.0	0.0	0.0	
session	0.02506365656120055	0.0	0.0	0.005388586022806831	
sessions	0.007426268610726088	0.0	0.0	0.0	
sessionsfall	0.0	0.0	0.0	0.010777172045613662	
set	0.012995970068770655	0.0	0.0	0.0	
seth	0.001856567152681522	0.0	0.0	0.0	
sets	0.0	0.0	0.0	0.010777172045613662	
setting	0.001856567152681522	0.0	0.0	0.0	
settlement	0.003713134305363044	0.0	0.0	0.0	
seung	0.003713134305363044	0.0	0.0	0.0	
sevdastyles	0.001856567152681522	0.0	0.0	0.0	
sexual	0.02413537298485979	0.0	0.0	0.0	
sexuality	0.003713134305363044	0.0	0.0	0.0	
shanatova	0.001856567152681522	0.0	0.0	0.0	
shape	0.009282835763407611	0.0	0.0	0.0	
shapes	0.001856567152681522	0.0	0.0	0.0	
shaping	0.003713134305363044	0.0	0.0	0.0	
share	0.07797582041262394	0.0	0.0	0.0	
shared	0.001856567152681522	0.0	0.0	0.0	
shares	0.009282835763407611	0.0	0.0	0.0	
shareyourjourney	0.007426268610726088	0.0	0.0	0.0	
shareyourstory	0.007426268610726088	0.0	0.0	0.0	
sharif	0.0	0.0	0.0	0.010777172045613662	
sharing	0.011139402916089133	0.0	0.0	0.0	
sharingeconomy	0.003713134305363044	0.0	0.0	0.0	
shaved	0.001856567152681522	0.0	0.0	0.0	
sheldon	0.0055697014580445665	0.0	0.0	0.0	
shelter	0.003713134305363044	0.0	0.0	0.0	
shenesaxcs	0.001856567152681522	0.0	0.0	0.0	
shepard	0.014852537221452177	0.0	0.0	0.0	
sheppard	0.001856567152681522	0.0	0.0	0.0	
shirleyc	0.003713134305363044	0.0	0.0	0.0	
shivaji	0.0	0.0	0.0	0.010777172045613662	
shocked	0.001856567152681522	0.0	0.0	0.0	
shop	0.009282835763407611	0.0	0.0	0.0	
short	0.003713134305363044	0.0	0.0	0.0	
shortly	0.003713134305363044	0.0	0.0	0.0	
shot	0.001856567152681522	0.0	0.0	0.0	
shouting	0.001856567152681522	0.0	0.0	0.0	
shoutout	0.003713134305363044	0.0	0.0	0.0	
showcase	0.011139402916089133	0.0	0.0	0.0	
showcases	0.011139402916089133	0.0	0.0	0.0	
showcasing	0.001856567152681522	0.0	0.0	0.0	
showing	0.0055697014580445665	0.0	0.0	0.0	
shtern	0.001856567152681522	0.0	0.0	0.0	
shy	0.0055697014580445665	0.0	0.0	0.0	
shyness	0.0055697014580445665	0.0	0.0	0.0	
sickkids	0.003713134305363044	0.0	0.0	0.0	
siemiatycki	0.007426268610726088	0.0	0.0	0.0	
sighoh	0.0055697014580445665	0.0	0.0	0.0	
sight	0.001856567152681522	0.0	0.0	0.0	
sign	0.05941014888580871	0.0	0.0	0.0	
signaling	0.0	0.0	0.0	0.010777172045613662	
signs	0.06126671603849023	0.0	0.0	0.0	
siki	0.001856567152681522	0.0	0.0	0.0	
silence	0.0055697014580445665	0.0	0.0	0.0	
silico	0.0	0.0	0.0	0.010777172045613662	
silva	0.003713134305363044	0.0	0.0	0.0	
silver	0.001856567152681522	0.0	0.0	0.0	
simple	0.003713134305363044	0.0	0.0	0.0	
simulation	0.0	0.0	0.0	0.010777172045613662	
sincerelysalma	0.003713134305363044	0.0	0.0	0.0	
singelis	0.001856567152681522	0.0	0.0	0.0	
singh	0.0	0.0	0.0	0.010777172045613662	
singhfaculty	0.0	0.0	0.0	0.010777172045613662	
sir	0.001856567152681522	0.0	0.0	0.0	
sirepidemic	0.0	0.0	0.0	0.010777172045613662	
sisters	0.001856567152681522	0.0	0.0	0.0	
site	0.009282835763407611	0.0	0.0	0.0	
situated	0.001856567152681522	0.0	0.0	0.0	
situation	0.001856567152681522	0.0	0.0	0.0	
situations	0.003713134305363044	0.0	0.0	0.0	
sixplay	0.009282835763407611	0.0	0.0	0.0	
sixth	0.001856567152681522	0.0	0.0	0.0	
skate	0.014852537221452177	0.0	0.0	0.0	
skating	0.003713134305363044	0.0	0.0	0.0	
skew	0.0	0.0	0.0	0.010777172045613662	
skill	0.0055697014580445665	0.0	0.0	0.0	
skills	0.009282835763407611	0.0	0.0	0.005388586022806831	
skip	0.003713134305363044	0.0	0.0	0.0	
skipthebookline	0.014852537221452177	0.0	0.0	0.0	
skirts	0.003713134305363044	0.0	0.0	0.0	
skmnyoo	0.0	0.0	0.0	0.010777172045613662	
sky	0.003713134305363044	0.0	0.0	0.0	
slaight	0.001856567152681522	0.0	0.0	0.0	
slam	0.003713134305363044	0.0	0.0	0.0	
slammin	0.001856567152681522	0.0	0.0	0.0	
slate	0.001856567152681522	0.0	0.0	0.0	
slater	0.001856567152681522	0.0	0.0	0.0	
slc	0.06126671603849023	0.0	0.0	0.0	
sleep	0.0055697014580445665	0.0	0.0	0.0	
sleeping	0.012995970068770655	0.0	0.0	0.0	
slice	0.001856567152681522	0.0	0.0	0.0	
slide	0.001856567152681522	0.0	0.0	0.0	
small	0.0055697014580445665	0.0	0.0	0.005388586022806831	
smart	0.001856567152681522	0.0	0.0	0.0	
smartgrid	0.001856567152681522	0.0	0.0	0.0	
smile	0.0	0.0	0.0	0.010777172045613662	
smlabto	0.0055697014580445665	0.0	0.0	0.0	
smlabtos	0.009282835763407611	0.0	0.0	0.0	
snacks	0.009282835763407611	0.0	0.0	0.0	
snap	0.007426268610726088	0.0	0.0	0.0	
snapchat	0.001856567152681522	0.0	0.0	0.0	
snapping	0.001856567152681522	0.0	0.0	0.0	
sneak	0.003713134305363044	0.0	0.0	0.0	
snickers	0.003713134305363044	0.0	0.0	0.0	
snow	0.003713134305363044	0.0	0.0	0.0	
snowy	0.001856567152681522	0.0	0.0	0.0	
soapbox	0.0055697014580445665	0.0	0.0	0.0	
soar	0.0	0.0	0.0	0.010777172045613662	
soccer	0.003713134305363044	0.0	0.0	0.0	
socent	0.001856567152681522	0.0	0.0	0.0	
social	0.032489925171926635	0.0	0.0	0.010777172045613662	
socialchange	0.001856567152681522	0.0	0.0	0.0	
socialinnovation	0.001856567152681522	0.0	0.0	0.0	
socialmedia	0.014852537221452177	0.0	0.0	0.0	
society	3.852724941460911E-4	0.0	0.0630405912252711	0.004472930535109354	
socinv	0.001856567152681522	0.0	0.0	0.0	
software	0.001856567152681522	0.0	0.0	0.0	
sold	0.001856567152681522	0.0	0.0	0.0	
soldier	0.003713134305363044	0.0	0.0	0.0	
solidarity	0.003713134305363044	0.0	0.0	0.0	
solution	0.001856567152681522	0.0	0.0	0.005388586022806831	
solutions	0.0064979850343853274	0.0	0.0	0.005388586022806831	
solve	0.001856567152681522	0.0	0.0	0.0	
solving	0.0	0.0	0.0	0.021554344091227324	
song	0.003713134305363044	0.0	0.0	0.0	
sonicbooming	0.001856567152681522	0.0	0.0	0.0	
sophia	0.0	0.0	0.0	0.05388586022806831	
sophmore	0.001856567152681522	0.0	0.0	0.0	
sorpong	0.001856567152681522	0.0	0.0	0.0	
sosieductive	0.001856567152681522	0.0	0.0	0.0	
sound	0.0	0.0	0.0	0.010777172045613662	
soup	0.02413537298485979	0.0	0.0	0.0	
soupandsubstance	0.001856567152681522	0.0	0.0	0.0	
south	0.0	0.0	0.0	0.010777172045613662	
southeast	0.003713134305363044	0.0	0.0	0.0	
space	0.00835455218706685	0.0	0.0	0.005388586022806831	
spacechannel	0.001856567152681522	0.0	0.0	0.0	
spaces	0.0055697014580445665	0.0	0.0	0.0	
spanning	0.0	0.0	0.0	0.010777172045613662	
spanningthegaps	0.001856567152681522	0.0	0.0	0.0	
spark	0.003713134305363044	0.0	0.0	0.0	
speak	0.011139402916089133	0.0	0.0	0.0	
speaker	0.00835455218706685	0.0	0.0	0.0700516182964888	
speakerandrea	0.0	0.0	0.0	0.010777172045613662	
speakerdr	0.0	0.0	0.0	0.010777172045613662	
speakerpeter	0.0	0.0	0.0	0.010777172045613662	
speakers	0.009282835763407611	0.0	0.0	0.0	
speakerserge	0.0	0.0	0.0	0.010777172045613662	
speakerstephen	0.0	0.0	0.0	0.010777172045613662	
speakerxiaodan	0.0	0.0	0.0	0.010777172045613662	
speaking	0.003713134305363044	0.0	0.0	0.0	
speaks	0.001856567152681522	0.0	0.0	0.010777172045613662	
special	0.0668364174965348	0.0	0.0	0.0	
specialdiscount	0.001856567152681522	0.0	0.0	0.0	
specialized	0.001856567152681522	0.0	0.0	0.005388586022806831	
specific	0.001856567152681522	0.0	0.0	0.0	
spectators	0.001856567152681522	0.0	0.0	0.0	
spend	0.003713134305363044	0.0	0.0	0.0	
spending	0.007426268610726088	0.0	0.0	0.0	
spent	0.001856567152681522	0.0	0.0	0.0	
spit	0.003713134305363044	0.0	0.0	0.0	
spiteri	0.0	0.0	0.0	0.010777172045613662	
spoiler	0.001856567152681522	0.0	0.0	0.0	
spoken	0.003713134305363044	0.0	0.0	0.0	
sponsor	0.003713134305363044	0.0	0.0	0.0	
sponsored	0.003713134305363044	0.0	0.0	0.0	
sponsoring	0.003713134305363044	0.0	0.0	0.0	
sponsors	0.001856567152681522	0.0	0.0	0.0	
sponsorship	0.007426268610726088	0.0	0.0	0.0	
sport	0.001856567152681522	0.0	0.0	0.0	
sports	0.014852537221452177	0.0	0.0	0.0	
sportsnet	0.001856567152681522	0.0	0.0	0.0	
spot	0.003713134305363044	0.0	0.0	0.0	
spots	0.0055697014580445665	0.0	0.0	0.0	
spotted	0.001856567152681522	0.0	0.0	0.0	
spread	0.001856567152681522	0.0	0.0	0.016165758068420494	
spring	0.012995970068770655	0.0	0.0	0.0	
springbreak	0.001856567152681522	0.0	0.0	0.0	
spur	0.0055697014580445665	0.0	0.0	0.0	
spy	0.003713134305363044	0.0	0.0	0.0	
srcscholarly	0.0	0.0	0.0	0.010777172045613662	
srinivas	0.0	0.0	0.0	0.010777172045613662	
st	0.054768731004104905	0.0	0.0	0.04310868818245465	
stabbing	0.001856567152681522	0.0	0.0	0.0	
stack	0.001856567152681522	0.0	0.0	0.0	
staff	0.0501273131224011	0.0	0.0	0.0	
stage	0.001856567152681522	0.0	0.0	0.0	
staging	0.001856567152681522	0.0	0.0	0.0	
stair	0.014852537221452177	0.0	0.0	0.0	
stand	0.003713134305363044	0.0	0.0	0.0	
standing	0.0	0.0	0.0	0.010777172045613662	
star	0.009282835763407611	0.0	0.0	0.0	
starbucks	0.009282835763407611	0.0	0.0	0.0	
stars	0.001856567152681522	0.0	0.0	0.0	
start	0.012067686492429895	0.0	0.0	0.010777172045613662	
started	0.0055697014580445665	0.0	0.0	0.0	
starting	0.02413537298485979	0.0	0.0	0.0	
starts	0.0055697014580445665	0.0	0.0	0.005388586022806831	
startup	0.022278805832178266	0.0	0.0	0.0	
startups	0.009282835763407611	0.0	0.0	0.0	
startupschool	0.003713134305363044	0.0	0.0	0.0	
state	0.003713134305363044	0.0	0.0	0.016165758068420494	
statedependent	0.0	0.0	0.0	0.010777172045613662	
statement	0.009282835763407611	0.0	0.0	0.0	
station	0.001856567152681522	0.0	0.0	0.0	
stations	0.003713134305363044	0.0	0.0	0.0	
statistical	0.0	0.0	0.0	0.010777172045613662	
stay	0.027848507290222833	0.0	0.0	0.0	
staying	0.007426268610726088	0.0	0.0	0.0	
steering	0.0	0.0	0.0	0.010777172045613662	
steiner	0.0	0.0	0.0	0.010777172045613662	
stem	0.007426268610726088	0.0	0.0	0.0	
stephanie	0.003713134305363044	0.0	0.0	0.0	
stephen	0.0055697014580445665	0.0	0.0	0.0	
steps	0.02599194013754131	0.0	0.0	0.0	
stereotypes	9.28283576340761E-4	0.0	0.0	0.005388586022806831	
steve	0.001856567152681522	0.0	0.0	0.0	
steven	0.0055697014580445665	0.0	0.0	0.0	
stewart	0.001856567152681522	0.0	0.0	0.0	
sthis	0.001856567152681522	0.0	0.0	0.0	
stick	0.007426268610726088	0.0	0.0	0.0	
stigma	0.009282835763407611	0.0	0.0	0.0	
stinsonuniv	0.0	0.0	0.0	0.010777172045613662	
stmikeshospital	0.009282835763407611	0.0	0.0	0.0	
stochastic	0.0	0.0	0.0	0.021554344091227324	
stock	0.001856567152681522	0.0	0.0	0.0	
stopped	0.0055697014580445665	0.0	0.0	0.0	
stopping	0.003713134305363044	0.0	0.0	0.005388586022806831	
stops	0.007426268610726088	0.0	0.0	0.0	
storage	0.003713134305363044	0.0	0.0	0.0	
store	0.0055697014580445665	0.0	0.0	0.0	
stored	0.0055697014580445665	0.0	0.0	0.0	
stories	0.009282835763407611	0.0	0.0	0.0	
storm	0.001856567152681522	0.0	0.0	0.0	
story	0.007426268610726088	0.0	0.0	0.005388586022806831	
stpies	0.0	0.0	0.0	0.010777172045613662	
strange	0.001856567152681522	0.0	0.0	0.0	
strangers	0.003713134305363044	0.0	0.0	0.0	
strategies	0.009282835763407611	0.0	0.0	0.0	
strategists	0.0055697014580445665	0.0	0.0	0.0	
stream	0.003713134305363044	0.0	0.0	0.0	
street	0.012067686492429895	0.0	0.0	0.005388586022806831	
streets	0.001856567152681522	0.0	0.0	0.0	
strehlryerson	0.0	0.0	0.0	0.010777172045613662	
strength	0.001856567152681522	0.0	0.0	0.0	
strengthen	0.001856567152681522	0.0	0.0	0.0	
stress	0.022278805832178266	0.0	0.0	0.0	
stressful	0.009282835763407611	0.0	0.0	0.0	
stressing	0.001856567152681522	0.0	0.0	0.0	
strike	0.003713134305363044	0.0	0.0	0.0	
striving	0.0	0.0	0.0	0.010777172045613662	
strong	0.001856567152681522	0.0	0.0	0.005388586022806831	
strongerru	0.003713134305363044	0.0	0.0	0.0	
structure	0.001856567152681522	0.0	0.0	0.005388586022806831	
structures	0.0027848507290222833	0.0	0.0	0.010777172045613662	
struggles	0.003713134305363044	0.0	0.0	0.0	
student	0.09097179048139459	0.0	0.0	0.06466303227368198	
studentangayatcanny	0.0	0.0	0.0	0.010777172045613662	
studentmoveto	0.012995970068770655	0.0	0.0	0.0	
students	0.17451731235206308	0.0	0.0	0.021554344091227324	
studentsharjas	0.0	0.0	0.0	0.010777172045613662	
studentsupervisor	0.0055697014580445665	0.0	0.0	0.0	
studies	0.01578082079779294	0.0	0.0	0.010777172045613662	
studio	0.001856567152681522	0.0	0.0	0.0	
study	0.02692022371388207	0.0	0.0	0.005388586022806831	
studybreak	0.001856567152681522	0.0	0.0	0.0	
studying	0.012995970068770655	0.0	0.0	0.0	
studytime	0.003713134305363044	0.0	0.0	0.0	
style	0.003713134305363044	0.0	0.0	0.0	
submission	0.003713134305363044	0.0	0.0	0.0	
submissions	0.003713134305363044	0.0	0.0	0.0	
submit	0.007426268610726088	0.0	0.0	0.0	
submitted	0.0	0.0	0.0	0.010777172045613662	
subsonic	0.007426268610726088	0.0	0.0	0.0	
substance	0.022278805832178266	0.0	0.0	0.0	
subsystem	0.001856567152681522	0.0	0.0	0.0	
suburban	0.009282835763407611	0.0	0.0	0.0	
subversive	0.003713134305363044	0.0	0.0	0.0	
subway	0.001856567152681522	0.0	0.0	0.0	
succeed	0.007426268610726088	0.0	0.0	0.0	
success	0.01578082079779294	0.0	0.0	0.010777172045613662	
successful	0.003713134305363044	0.0	0.0	0.005388586022806831	
