	CatsRuleNews	TheCatTweeting	sweetiepiecat	ElDiabloZoe	
kittenscatconla	0.03981693508395617	0.0	0.0	0.0	
kittenwas	0.0	0.0	0.0045369390578912	0.0	
kitties	0.0	0.0	0.040832451521020795	0.0	
kittieskitties	0.0	0.0	0.0045369390578912	0.0	
kittiesssslive	0.0	0.0	0.0045369390578912	0.0	
kitty	0.016525521166193227	0.026793768001774163	0.042367496421772725	0.0	
kittyand	0.0	0.0	0.0045369390578912	0.0	
kittycarepackage	0.03981693508395617	0.0	0.0	0.0	
kittycause	0.0	0.0	0.0045369390578912	0.0	
kittyconvict	0.0	0.01760658081717491	0.0	0.0	
kittyhow	0.0	0.0	0.0045369390578912	0.0	
kittyjm	0.0	0.0	0.0045369390578912	0.0	
kittypics	0.0	0.0	0.0045369390578912	0.0	
kittyyoga	0.0	0.005868860272391637	0.0	0.0	
kleptomaniac	0.0	0.0	0.0045369390578912	0.0	
kmonterey	0.0	0.0	0.0090738781157824	0.0	
knarly	0.0	0.0	0.0045369390578912	0.0	
knew	0.0	0.0	0.0181477562315648	0.0	
knick	0.0	0.0	0.0045369390578912	0.0	
knicks	0.0	0.0	0.013610817173673599	0.0	
knight	0.0	0.0	0.0045369390578912	0.0	
knock	0.0	0.0029344301361958185	0.0022684695289456	0.0	
knocked	0.0	0.0	0.0045369390578912	0.0	
knowledge	0.0	0.0	0.0045369390578912	0.0	
knowthought	0.0	0.0	0.0045369390578912	0.0	
knuckledragger	0.0	0.0	0.0045369390578912	0.0	
komodo	0.0	0.0	0.0045369390578912	0.0	
kong	0.0	0.0	0.0045369390578912	0.0	
korikisulda	0.0	0.0	0.0045369390578912	0.0	
kungfu	0.0	0.0	0.0045369390578912	0.0	
kwanza	0.0	0.0	0.0045369390578912	0.0	
kyliemuir	0.0	0.005868860272391637	0.0	0.0	
la	0.0	0.0	0.0362955124631296	0.0	
lab	0.0	0.0	0.0045369390578912	0.0	
label	0.0	0.005868860272391637	0.0	0.0	
laboutin	0.0	0.0	0.0045369390578912	0.0	
lack	0.0	0.0029344301361958185	0.0022684695289456	0.0	
ladder	0.0	0.0	0.0045369390578912	0.0	
ladies	0.0	0.020541010953370728	0.013610817173673599	0.0	
lady	0.0	0.0	0.0181477562315648	0.0	
ladybug	0.03981693508395617	0.0	0.0	0.0	
ladyd	0.0	0.005868860272391637	0.0	0.0	
laker	0.0	0.0	0.0045369390578912	0.0	
lamb	0.0	0.0	0.0045369390578912	0.0	
lamplight	0.0	0.0	0.0045369390578912	0.0	
lampshade	0.0	0.0	0.0045369390578912	0.0	
lance	0.0	0.0	0.013610817173673599	0.0	
land	0.0	0.0029344301361958185	0.011342347644728	0.0	
landed	0.0	0.0	0.0090738781157824	0.0	
landing	0.0	0.0	0.0045369390578912	0.0	
landlord	0.0	0.0	0.0090738781157824	0.0	
landmark	0.0	0.0	0.0045369390578912	0.0	
language	0.0	0.011737720544783274	0.011342347644728	0.0	
languagelmb	0.0	0.0	0.0045369390578912	0.0	
lap	0.0	0.03814759177054564	0.0045369390578912	0.0	
laptops	0.0	0.005868860272391637	0.0	0.0	
laraodil	0.0	0.0	0.0045369390578912	0.0	
large	0.0	0.0	0.013610817173673599	0.0	
larry	0.0	0.0	0.0045369390578912	0.0	
larrym	0.0	0.0	0.0045369390578912	0.0	
late	0.0	0.01760658081717491	0.011342347644728	0.0	
laterespecially	0.0	0.0	0.0045369390578912	0.0	
latest	0.008262760583096614	0.0012178985455351893	0.0018829998409676766	0.0	
latino	0.0	0.0	0.0045369390578912	0.0	
latte	0.0	0.0	0.0045369390578912	0.0	
laugh	0.0	0.0	0.0362955124631296	0.0	
laughing	0.0	0.0	0.013610817173673599	0.0	
laundry	0.0	0.0029344301361958185	0.0022684695289456	0.0	
lauraandmrb	0.0	0.0	0.013610817173673599	0.0	
law	0.0	0.0	0.0045369390578912	0.0	
lawyer	0.0	0.0	0.0045369390578912	0.0	
lay	0.0	0.02347544108956655	0.006805408586836799	0.0	
layered	0.0	0.0	0.0045369390578912	0.0	
laying	0.0	0.05281974245152473	0.0	0.0	
lazy	0.0	0.0469508821791331	0.0045369390578912	0.0	
lb	0.0	0.0	0.0045369390578912	0.0	
lbs	0.0	0.0	0.0045369390578912	0.0	
lcas	0.0	0.0	0.0045369390578912	0.0	
le	0.0	0.0	0.0045369390578912	0.0	
leads	0.0	0.0	0.0045369390578912	0.0	
leaf	0.0	0.0	0.0045369390578912	0.0	
leakinggasatdentistsoffice	0.0	0.0	0.0045369390578912	0.0	
lean	0.0	0.0	0.013610817173673599	0.0	
leapday	0.03981693508395617	0.0	0.0	0.0	
leaping	0.0	0.0	0.0045369390578912	0.0	
leapyeartheres	0.03981693508395617	0.0	0.0	0.0	
learn	0.0	0.020541010953370728	0.022684695289456	0.0	
learned	0.0	0.0	0.0090738781157824	0.0	
learning	0.0	0.0	0.0045369390578912	0.0	
leashes	0.0	0.0	0.0045369390578912	0.0	
leather	0.0	0.0	0.0317585734052384	0.0	
leave	0.0	0.032278731498154	0.013610817173673599	0.0	
leaves	0.0	0.0	0.022684695289456	0.0	
leaving	0.0	0.0	0.0090738781157824	0.0	
lecter	0.0	0.0	0.0045369390578912	0.0	
lectorespiado	0.0	0.005868860272391637	0.0	0.0	
led	0.0	0.0	0.0045369390578912	0.0	
left	0.008262760583096614	0.0024357970910703786	0.006590499443386868	0.0	
leftovers	0.0	0.0	0.0045369390578912	0.0	
leg	0.0	0.0	0.0090738781157824	0.0	
legged	0.0	0.0	0.0090738781157824	0.0	
legs	0.0	0.0029344301361958185	0.0090738781157824	0.0	
lemme	0.0	0.03521316163434982	0.0	0.0	
lemur	0.0	0.0	0.0045369390578912	0.0	
lend	0.0	0.0	0.0090738781157824	0.0	
lennon	0.0	0.0	0.0045369390578912	0.0	
lepew	0.0	0.0	0.0045369390578912	0.0	
leslie	0.0	0.0	0.0045369390578912	0.0	
lesser	0.0	0.0	0.0045369390578912	0.0	
lessfeline	0.0	0.0	0.0045369390578912	0.0	
lesson	0.0	0.0	0.0090738781157824	0.0	
lessons	0.0	0.0029344301361958185	0.0045369390578912	0.0	
letter	0.0	0.0	0.0090738781157824	0.0	
letters	0.0	0.0	0.0045369390578912	0.0	
letting	0.0	0.005868860272391637	0.0	0.0	
lettuce	0.0	0.0029344301361958185	0.0022684695289456	0.0	
leverage	0.0	0.0	0.0045369390578912	0.0	
levitating	0.0	0.0	0.0045369390578912	0.0	
lexibowlingg	0.0	0.0	0.0045369390578912	0.0	
liberal	0.0	0.0	0.0090738781157824	0.0	
liberally	0.0	0.0	0.0045369390578912	0.0	
library	0.0	0.0	0.0045369390578912	0.0	
license	0.0	0.0	0.0045369390578912	0.0	
lick	0.0	0.0029344301361958185	0.0022684695289456	0.0	
licking	0.0	0.0	0.0090738781157824	0.0	
licks	0.0	0.0	0.0045369390578912	0.0	
lie	0.0	0.0029344301361958185	0.006805408586836799	0.0	
life	0.0	0.09096733422207037	0.0317585734052384	0.0	
lifebring	0.0	0.0	0.0045369390578912	0.0	
lifegreen	0.0	0.0	0.0045369390578912	0.0	
lifts	0.0	0.0	0.0045369390578912	0.0	
light	0.0	0.0029344301361958185	0.0045369390578912	0.0	
lightening	0.0	0.0	0.0045369390578912	0.0	
lightly	0.0	0.0	0.0045369390578912	0.0	
lightning	0.0	0.005868860272391637	0.0	0.0	
likecats	0.0	0.0	0.0045369390578912	0.0	
likes	0.0	0.01760658081717491	0.011342347644728	0.0	
liking	0.0	0.0	0.0045369390578912	0.0	
lil	0.0	0.05281974245152473	0.0090738781157824	0.0	
limb	0.0	0.0	0.0045369390578912	0.0	
limits	0.0	0.0	0.0045369390578912	0.0	
lincoln	0.0	0.0	0.013610817173673599	0.0	
lindapaintgirl	0.0	0.0	0.0045369390578912	0.0	
lindsay	0.0	0.0	0.0045369390578912	0.0	
lined	0.03981693508395617	0.0	0.0	0.0	
linefree	0.0	0.0	0.0045369390578912	0.0	
lines	0.0	0.0029344301361958185	0.006805408586836799	0.0	
lineup	0.0	0.0	0.0045369390578912	0.0	
lingo	0.0	0.0	0.0	0.13184726046740974	
liningsometimes	0.0	0.0	0.0045369390578912	0.0	
linkedin	0.0	0.005868860272391637	0.0	0.0	
lion	0.0	0.0	0.0317585734052384	0.0	
lions	0.0	0.0	0.0045369390578912	0.0	
lips	0.0	0.0	0.0045369390578912	0.0	
lisp	0.0	0.0	0.0090738781157824	0.0	
list	0.0	0.0029344301361958185	0.011342347644728	0.0	
listen	0.0	0.0	0.022684695289456	0.0	
listening	0.0	0.0	0.0090738781157824	0.0	
litter	0.057839324081676295	0.0024357970910703786	0.008473499284354546	0.0	
litterbox	0.03981693508395617	0.0	0.0022684695289456	0.0	
littermat	0.03981693508395617	0.0	0.0	0.0	
littlebits	0.0	0.0	0.0090738781157824	0.0	
littledinks	0.0	0.0	0.0045369390578912	0.0	
live	0.0	0.014672150680979093	0.0385639819920752	0.0	
lived	0.0	0.0029344301361958185	0.0045369390578912	0.0	
livehey	0.0	0.0	0.0045369390578912	0.0	
liver	0.0	0.0	0.0045369390578912	0.0	
lives	0.0	0.0029344301361958185	0.011342347644728	0.0	
livescience	0.0	0.0	0.0045369390578912	0.0	
living	0.0	0.0029344301361958185	0.020416225760510397	0.0	
livingdonor	0.0	0.0	0.0045369390578912	0.0	
livingsocial	0.0	0.005868860272391637	0.0	0.0	
liz	0.0	0.0	0.0045369390578912	0.0	
llamo	0.0	0.0	0.0045369390578912	0.0	
lobster	0.0	0.0	0.0045369390578912	0.0	
local	0.0	0.0029344301361958185	0.0045369390578912	0.0	
located	0.0	0.0	0.0045369390578912	0.0	
locked	0.0	0.005868860272391637	0.0	0.0	
loco	0.0	0.0	0.0045369390578912	0.0	
lodi	0.0	0.0	0.0045369390578912	0.0	
lohans	0.0	0.0	0.0045369390578912	0.0	
london	0.0	0.0	0.0045369390578912	0.0	
lone	0.0	0.0	0.0045369390578912	0.0	
loneliness	0.0	0.0	0.0045369390578912	0.0	
lonely	0.0	0.0	0.0045369390578912	0.0	
long	0.0	0.0	0.05898020775258559	0.0	
longer	0.0	0.0029344301361958185	0.006805408586836799	0.0	
longhair	0.0	0.0	0.0045369390578912	0.0	
looked	0.0	0.0	0.0317585734052384	0.0	
lookin	0.0	0.011737720544783274	0.0	0.0	
lookout	0.0	0.005868860272391637	0.0	0.0	
loose	0.0	0.0	0.0090738781157824	0.0	
lord	0.0	0.0	0.022684695289456	0.0	
lordcat	0.0	0.0	0.0045369390578912	0.0	
los	0.0	0.0	0.0090738781157824	0.0	
lose	0.0	0.0	0.0045369390578912	0.0	
loss	0.0	0.0	0.0045369390578912	0.0	
lost	0.0	0.011737720544783274	0.024953164818401596	0.0	
lot	0.008262760583096614	0.0012178985455351893	0.014122498807257574	0.0	
lots	0.0	0.005868860272391637	0.0045369390578912	0.0	
lottery	0.0	0.0	0.0045369390578912	0.0	
lotto	0.0	0.0	0.0045369390578912	0.0	
loud	0.0	0.0	0.0090738781157824	0.0	
louder	0.0	0.0	0.0090738781157824	0.0	
louderu	0.0	0.0	0.0045369390578912	0.0	
louie	0.07963387016791235	0.0	0.0	0.0	
lounge	0.0	0.011737720544783274	0.0	0.0	
lounging	0.0	0.005868860272391637	0.0	0.0	
love	0.016525521166193227	0.03288326072945011	0.07249549387725555	0.0	
lovebigcats	0.0	0.0	0.0045369390578912	0.0	
loved	0.0	0.0	0.013610817173673599	0.0	
lovely	0.0	0.0	0.022684695289456	0.0	
lovepeacedove	0.0	0.0	0.0045369390578912	0.0	
lover	0.0	0.0	0.022684695289456	0.0	
loveremember	0.0	0.0	0.0045369390578912	0.0	
lovers	0.0	0.0029344301361958185	0.013610817173673599	0.0	
loversnot	0.0	0.0	0.0045369390578912	0.0	
loves	0.0	0.0	0.0362955124631296	0.0	
lovewait	0.0	0.0	0.0045369390578912	0.0	
loving	0.0	0.0	0.0045369390578912	0.0	
low	0.0	0.0	0.013610817173673599	0.0	
lows	0.0	0.0	0.0045369390578912	0.0	
loyal	0.0	0.0	0.0181477562315648	0.0	
lpatrick	0.0	0.0	0.013610817173673599	0.0	
ltk	0.0	0.0	0.0045369390578912	0.0	
luck	0.0	0.0	0.0181477562315648	0.0	
luckiest	0.0	0.0	0.0045369390578912	0.0	
lucky	0.0	0.0	0.013610817173673599	0.0	
lucy	0.0	0.0	0.0090738781157824	0.0	
lucyliberte	0.0	0.0	0.0045369390578912	0.0	
lunacatx	0.0	0.0	0.0045369390578912	0.0	
lunch	0.0	0.005868860272391637	0.006805408586836799	0.0	
luuuuvvvv	0.03981693508395617	0.0	0.0	0.0	
luv	0.019908467541978087	0.0	0.0045369390578912	0.0	
luvvv	0.03981693508395617	0.0	0.0	0.0	
luxurious	0.0	0.0	0.0045369390578912	0.0	
lydia	0.0	0.0	0.0045369390578912	0.0	
lyft	0.0	0.0	0.0045369390578912	0.0	
lyndaswe	0.0	0.005868860272391637	0.0	0.0	
maam	0.0	0.0	0.0045369390578912	0.0	
mabarnes	0.0	0.005868860272391637	0.0	0.0	
macbook	0.0	0.005868860272391637	0.0	0.0	
macdougal	0.0	0.0	0.0045369390578912	0.0	
machine	0.0	0.0	0.013610817173673599	0.0	
machinery	0.0	0.0	0.0045369390578912	0.0	
macho	0.0	0.0	0.0045369390578912	0.0	
mad	0.0	0.0	0.0045369390578912	0.0	
madcitysquirrel	0.0	0.0	0.0045369390578912	0.0	
maddiescorner	0.0	0.0	0.0045369390578912	0.0	
madea	0.03981693508395617	0.0	0.0	0.0	
madness	0.0	0.0	0.0090738781157824	0.0	
mafia	0.07963387016791235	0.0	0.0	0.0	
mafiacat	0.0	0.0	0.0045369390578912	0.0	
magazine	0.0	0.0029344301361958185	0.0022684695289456	0.0	
maiden	0.0	0.0	0.0045369390578912	0.0	
mail	0.0	0.0	0.0045369390578912	0.0	
makers	0.0	0.029344301361958185	0.0	0.0	
makeup	0.0	0.0	0.0090738781157824	0.0	
making	0.0	0.0	0.027221634347347198	0.0	
male	0.0	0.0	0.0090738781157824	0.0	
mall	0.0	0.0	0.013610817173673599	0.0	
malo	0.0	0.0	0.0045369390578912	0.0	
mama	0.0	0.0	0.0045369390578912	0.0	
mammal	0.0	0.0	0.0045369390578912	0.0	
man	0.0	0.008803290408587456	0.029490103876292795	0.0	
managed	0.0	0.0029344301361958185	0.0022684695289456	0.0	
management	0.0	0.0	0.0045369390578912	0.0	
manhattan	0.0	0.0	0.054443268694694395	0.0	
manhattani	0.0	0.0	0.0045369390578912	0.0	
maniacs	0.0	0.0	0.0090738781157824	0.0	
manic	0.0	0.0	0.0090738781157824	0.0	
manicurist	0.0	0.0	0.0090738781157824	0.0	
manipedi	0.0	0.0	0.0045369390578912	0.0	
mankindi	0.0	0.0	0.0045369390578912	0.0	
manly	0.0	0.0	0.0045369390578912	0.0	
manners	0.0	0.0	0.0045369390578912	0.0	
manola	0.0	0.0	0.0045369390578912	0.0	
mans	0.0	0.0	0.0090738781157824	0.0	
mapped	0.0	0.029344301361958185	0.0	0.0	
marblesays	0.0	0.0	0.013610817173673599	0.0	
march	0.041313802915483075	0.0012178985455351893	0.003765999681935353	0.0	
marcusallison	0.0	0.0	0.0045369390578912	0.0	
marge	0.0	0.0	0.0045369390578912	0.0	
maria	0.0	0.0	0.0045369390578912	0.0	
mariac	0.0	0.0	0.0045369390578912	0.0	
mariana	0.0	0.0	0.0045369390578912	0.0	
marianay	0.0	0.0	0.0045369390578912	0.0	
marijuana	0.0	0.0	0.0045369390578912	0.0	
market	0.019908467541978087	0.0	0.0045369390578912	0.0	
markusrohrberg	0.0	0.0	0.0045369390578912	0.0	
marley	0.0	0.0	0.0045369390578912	0.0	
marriage	0.0	0.0	0.0045369390578912	0.0	
married	0.0	0.0	0.0090738781157824	0.0	
marshmallow	0.0	0.0	0.0045369390578912	0.0	
marshmellow	0.0	0.0	0.0045369390578912	0.0	
martin	0.0	0.0	0.0090738781157824	0.0	
martini	0.0	0.0	0.0045369390578912	0.0	
martrpphotos	0.0	0.0	0.0045369390578912	0.0	
marybe	0.0	0.005868860272391637	0.0	0.0	
mass	0.0	0.0	0.0045369390578912	0.0	
massage	0.0	0.0	0.0045369390578912	0.0	
mat	0.03981693508395617	0.0029344301361958185	0.0	0.0	
material	0.0	0.0029344301361958185	0.0045369390578912	0.0	
maternal	0.0	0.0	0.0045369390578912	0.0	
math	0.0	0.0	0.0045369390578912	0.0	
mats	0.07963387016791235	0.0	0.0	0.0	
matsjust	0.03981693508395617	0.0	0.0	0.0	
matswashable	0.03981693508395617	0.0	0.0	0.0	
matt	0.03981693508395617	0.0	0.0	0.0	
matter	0.0	0.0	0.0317585734052384	0.0	
matters	0.0	0.0	0.0045369390578912	0.0	
mattsfeel	0.03981693508395617	0.0	0.0	0.0	
mature	0.0	0.0	0.0045369390578912	0.0	
mauraaura	0.0	0.0	0.0045369390578912	0.0	
maury	0.0	0.0	0.0045369390578912	0.0	
maxtails	0.03981693508395617	0.0	0.0	0.0	
mayberry	0.0	0.0	0.0045369390578912	0.0	
maze	0.0	0.005868860272391637	0.0	0.0	
mcmouseburgers	0.0	0.0	0.0045369390578912	0.0	
mcnuggets	0.0	0.0	0.0045369390578912	0.0	
meal	0.0	0.005868860272391637	0.0158792867026192	0.0	
meals	0.0	0.0029344301361958185	0.006805408586836799	0.0	
meaning	0.0	0.01760658081717491	0.0	0.0	
meant	0.0	0.0	0.0181477562315648	0.0	
meat	0.0	0.0	0.0090738781157824	0.0	
media	0.0	0.0	0.0045369390578912	0.0	
medical	0.0	0.0	0.013610817173673599	0.0	
medicinal	0.0	0.0	0.0045369390578912	0.0	
medicine	0.0	0.005868860272391637	0.0	0.0	
meditating	0.0	0.0	0.0090738781157824	0.0	
meeeeoooow	0.0	0.0	0.0045369390578912	0.0	
meet	0.0	0.0029344301361958185	0.0181477562315648	0.0	
meeting	0.0	0.0	0.0045369390578912	0.0	
meetings	0.0	0.005868860272391637	0.0	0.0	
meets	0.0	0.0	0.0045369390578912	0.0	
mefkingow	0.0	0.0	0.0045369390578912	0.0	
meinstein	0.0	0.0	0.0045369390578912	0.0	
meishila	0.0	0.0	0.0045369390578912	0.0	
melets	0.0	0.0	0.0045369390578912	0.0	
mellowed	0.0	0.0	0.0045369390578912	0.0	
melodic	0.0	0.0	0.0045369390578912	0.0	
melting	0.0	0.0	0.0045369390578912	0.0	
members	0.0	0.0	0.0045369390578912	0.0	
memmw	0.0	0.005868860272391637	0.0	0.0	
memodesttoafault	0.0	0.0	0.0045369390578912	0.0	
memoirs	0.0	0.011737720544783274	0.0	0.0	
memories	0.0	0.0	0.0045369390578912	0.0	
memory	0.0	0.0	0.0045369390578912	0.0	
men	0.0	0.0029344301361958185	0.006805408586836799	0.0	
mention	0.0	0.0	0.0090738781157824	0.0	
mentioned	0.0	0.0	0.0045369390578912	0.0	
mentioning	0.0	0.0	0.0045369390578912	0.0	
mentoridol	0.0	0.0	0.0045369390578912	0.0	
menu	0.0	0.0	0.0045369390578912	0.0	
meow	0.0	0.020541010953370728	0.0362955124631296	0.0	
meowbut	0.0	0.0	0.0045369390578912	0.0	
meowing	0.0	0.0	0.0090738781157824	0.0	
meowmeow	0.0	0.005868860272391637	0.0	0.0	
meows	0.0	0.0	0.013610817173673599	0.0	
meowthis	0.0	0.0	0.0045369390578912	0.0	
meowzer	0.0	0.0	0.0045369390578912	0.0	
merchandize	0.0	0.0	0.0045369390578912	0.0	
merry	0.0	0.0	0.022684695289456	0.0	
merryxmas	0.0	0.0	0.0045369390578912	0.0	
message	0.016525521166193227	0.0024357970910703786	0.002824499761451515	0.0	
messenger	0.0	0.0	0.0045369390578912	0.0	
messiah	0.0	0.0	0.0045369390578912	0.0	
messing	0.0	0.0	0.0045369390578912	0.0	
met	0.0	0.0	0.022684695289456	0.0	
meter	0.0	0.0	0.0045369390578912	0.0	
mevio	0.0	0.0	0.0045369390578912	0.0	
mexico	0.0	0.0	0.0045369390578912	0.0	
mf	0.0	0.0	0.0045369390578912	0.0	
mfers	0.0	0.0	0.0045369390578912	0.0	
mi	0.0	0.0	0.0045369390578912	0.0	
miami	0.0	0.0	0.0090738781157824	0.0	
mic	0.0	0.0	0.0045369390578912	0.0	
mice	0.0	0.0	0.0317585734052384	0.0	
micelazycat	0.0	0.0	0.0045369390578912	0.0	
michelle	0.0	0.0	0.0045369390578912	0.0	
michigan	0.0	0.0	0.0045369390578912	0.0	
mick	0.0	0.0	0.0045369390578912	0.0	
mickey	0.0	0.0	0.0045369390578912	0.0	
microfiber	0.03981693508395617	0.0	0.0	0.0	
mid	0.0	0.011737720544783274	0.0	0.0	
midday	0.0	0.005868860272391637	0.0	0.0	
midnight	0.0	0.0029344301361958185	0.0090738781157824	0.0	
mieces	0.0	0.0	0.0090738781157824	0.0	
mighty	0.0	0.0	0.0045369390578912	0.0	
mightymolasses	0.0	0.0	0.0045369390578912	0.0	
mikeywcat	0.0	0.0	0.0045369390578912	0.0	
miko	0.0	0.0	0.0045369390578912	0.0	
mikomiko	0.0	0.0	0.0045369390578912	0.0	
mild	0.0	0.0	0.0045369390578912	0.0	
mile	0.0	0.0	0.0181477562315648	0.0	
miles	0.0	0.0	0.0045369390578912	0.0	
milk	0.0	0.0	0.0045369390578912	0.0	
millennial	0.0	0.0	0.0045369390578912	0.0	
millennials	0.03981693508395617	0.0	0.0	0.0	
mimieth	0.0	0.0	0.0045369390578912	0.0	
mina	0.0	0.0	0.0045369390578912	0.0	
mind	0.0	0.01760658081717491	0.0158792867026192	0.0	
mindcousins	0.0	0.0	0.0045369390578912	0.0	
mine	0.0	0.011737720544783274	0.027221634347347198	0.0	
minedeadbeat	0.0	0.0	0.0045369390578912	0.0	
minimum	0.0	0.0	0.0045369390578912	0.0	
minnesota	0.0	0.005868860272391637	0.0	0.0	
minute	0.0	0.0	0.0090738781157824	0.0	
minutes	0.0	0.026409871225762365	0.0022684695289456	0.0	
minx	0.0	0.0	0.0045369390578912	0.0	
mirror	0.0	0.0	0.027221634347347198	0.0	
mirrors	0.0	0.0	0.0045369390578912	0.0	
mis	0.0	0.0	0.013610817173673599	0.0	
misses	0.0	0.0	0.0045369390578912	0.0	
missing	0.0	0.0	0.0090738781157824	0.0	
mission	0.07963387016791235	0.0	0.0	0.0	
missjoho	0.0	0.0	0.0045369390578912	0.0	
missmosaics	0.0	0.0	0.0045369390578912	0.0	
misspoke	0.0	0.0	0.0045369390578912	0.0	
mistake	0.0	0.0	0.013610817173673599	0.0	
mistreated	0.0	0.0	0.0045369390578912	0.0	
mittymoo	0.0	0.0	0.0045369390578912	0.0	
mixed	0.0	0.0	0.0045369390578912	0.0	
mmckoriet	0.0	0.0	0.0045369390578912	0.0	
mmmm	0.0	0.005868860272391637	0.0	0.0	
mmmmm	0.0	0.005868860272391637	0.0	0.0	
mmprconsultant	0.0	0.0	0.0045369390578912	0.0	
mnbeer	0.0	0.029344301361958185	0.0	0.0	
mobile	0.0	0.0029344301361958185	0.0022684695289456	0.0	
model	0.0	0.0	0.0362955124631296	0.0	
models	0.019908467541978087	0.0	0.006805408586836799	0.0	
modern	0.0	0.0	0.0045369390578912	0.0	
moderncat	0.03981693508395617	0.0	0.0	0.0	
moderncatmag	0.03981693508395617	0.0	0.0	0.0	
moderncatmags	0.03981693508395617	0.0	0.0	0.0	
modest	0.0	0.0	0.013610817173673599	0.0	
moe	0.0	0.0	0.0090738781157824	0.0	
moi	0.0	0.0	0.027221634347347198	0.0	
moisture	0.03981693508395617	0.0	0.0	0.0	
mom	0.0	0.0	0.10888653738938879	0.0	
moment	0.0	0.0029344301361958185	0.006805408586836799	0.0	
moments	0.0	0.0	0.0045369390578912	0.0	
mommy	0.0	0.0	0.027221634347347198	0.0	
moms	0.0	0.0	0.013610817173673599	0.0	
mon	0.0	0.0	0.0045369390578912	0.0	
monday	0.0	0.005868860272391637	0.0181477562315648	0.0	
monetary	0.0	0.0	0.0045369390578912	0.0	
money	0.0	0.0	0.0362955124631296	0.0	
moneyi	0.0	0.0	0.0045369390578912	0.0	
monitor	0.0	0.005868860272391637	0.0	0.0	
monk	0.0	0.0	0.0045369390578912	0.0	
monkey	0.0	0.0	0.0090738781157824	0.0	
monkeyingaround	0.0	0.0	0.0045369390578912	0.0	
monkeys	0.0	0.0	0.0045369390578912	0.0	
monster	0.0	0.0	0.0090738781157824	0.0	
month	0.0	0.0	0.027221634347347198	0.0	
monthly	0.11945080525186853	0.0	0.0	0.0	
monthlydeal	0.03981693508395617	0.0	0.0	0.0	
monthlyspecialdontbealazycat	0.03981693508395617	0.0	0.0	0.0	
months	0.0	0.0	0.0045369390578912	0.0	
mood	0.0	0.0	0.0045369390578912	0.0	
moon	0.0	0.0	0.0090738781157824	0.0	
moonlight	0.0	0.0	0.0045369390578912	0.0	
moonpredator	0.0	0.0	0.0045369390578912	0.0	
moonwhen	0.0	0.0	0.0045369390578912	0.0	
moose	0.0	0.0	0.0045369390578912	0.0	
moral	0.0	0.0	0.0090738781157824	0.0	
morally	0.0	0.0	0.0045369390578912	0.0	
morning	0.016525521166193227	0.012178985455351893	0.008473499284354546	0.0	
mornings	0.0	0.005868860272391637	0.0	0.0	
morris	0.0	0.0	0.0090738781157824	0.0	
morristown	0.0	0.0	0.0045369390578912	0.0	
mostest	0.0	0.0	0.0045369390578912	0.0	
moth	0.0	0.0	0.0090738781157824	0.0	
mothas	0.0	0.0	0.0045369390578912	0.0	
mother	0.0	0.0	0.054443268694694395	0.0	
motherdaughter	0.0	0.0	0.0045369390578912	0.0	
motherfrom	0.0	0.0	0.0045369390578912	0.0	
mothering	0.0	0.0	0.0045369390578912	0.0	
motheroh	0.0	0.0	0.0045369390578912	0.0	
mothers	0.0	0.0	0.0317585734052384	0.0	
moths	0.0	0.0	0.0045369390578912	0.0	
motto	0.0	0.0	0.0045369390578912	0.0	
mouse	0.0	0.03521316163434982	0.029490103876292795	0.0	
mouseah	0.0	0.0	0.0045369390578912	0.0	
mouth	0.0	0.0	0.022684695289456	0.0	
mouths	0.0	0.0	0.0090738781157824	0.0	
move	0.0	0.0029344301361958185	0.011342347644728	0.0	
moved	0.0	0.0029344301361958185	0.0158792867026192	0.0	
movie	0.008262760583096614	0.003653695636605568	0.004707499602419192	0.0	
movies	0.0	0.0	0.0090738781157824	0.0	
movimentozero	0.0	0.0	0.0045369390578912	0.0	
moving	0.0	0.011737720544783274	0.0090738781157824	0.0	
mpls	0.0	0.011737720544783274	0.0	0.0	
mrsmiles	0.0	0.0	0.0045369390578912	0.0	
mspbillboards	0.0	0.005868860272391637	0.0	0.0	
mstrcatscinema	0.0	0.0	0.0045369390578912	0.0	
mud	0.0	0.0	0.0090738781157824	0.0	
muffit	0.0	0.0	0.0045369390578912	0.0	
muggers	0.0	0.0	0.0045369390578912	0.0	
mugs	0.0	0.0	0.0045369390578912	0.0	
multiple	0.03981693508395617	0.0	0.0	0.0	
mum	0.03981693508395617	0.0	0.0	0.0	
mungle	0.0	0.0	0.0090738781157824	0.0	
murder	0.0	0.0	0.0045369390578912	0.0	
museum	0.0	0.0	0.0045369390578912	0.0	
music	0.0	0.008803290408587456	0.0090738781157824	0.0	
musta	0.03981693508395617	0.0	0.0	0.0	
mustache	0.0	0.0	0.0045369390578912	0.0	
mutts	0.0	0.0	0.0045369390578912	0.0	
muy	0.0	0.0	0.0090738781157824	0.0	
myfirsttweet	0.0	0.0	0.0	0.13184726046740974	
myley	0.0	0.0	0.0045369390578912	0.0	
mynine	0.0	0.0	0.0045369390578912	0.0	
myow	0.0	0.0	0.0045369390578912	0.0	
mypc	0.0	0.0	0.0045369390578912	0.0	
mysteries	0.0	0.0	0.0045369390578912	0.0	
mytypesofcats	0.0	0.0	0.0045369390578912	0.0	
nah	0.0	0.0029344301361958185	0.0022684695289456	0.0	
