	TorontoStar	only1nabil	AcadieSon	AndreasKalo	
pictwittercometjucareth	0.0010038570401371013	0.0	0.0	0.0	
pictwittercometosdpwfaa	0.0010038570401371013	0.0	0.0	0.0	
pictwittercometotw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeuegooxkak	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeufjqvmsmv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeuiq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeup	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomewcdqhtfxh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomewducbxox	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomexhbnuhgbj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeydyjk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomeyx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomezarpmgfjn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomezvbborqhx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomf	0.013050141521782316	0.0	0.0	0.0	
pictwittercomfaepliuxsn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfawuehqdhu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfbomusp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfbuacibfdm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfcmx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfczprqqltx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfdzftclfb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfebhbrgjfz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfegtfrh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfegxztxzno	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomffvbtglum	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfgyk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfhr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfhwyi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfjev	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfjsvjiizvh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfld	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfmeu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfmunm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfndwjlraxp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfoeedazhye	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfofao	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfopmsjbwnr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfpoimpxzwx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfr	0.0030115711204113035	0.0	0.0	0.0	
pictwittercomfrig	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfrovzyd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfrzooiuyyf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfskwncudkr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomftq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomftttoh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfuefnsu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfuesqfxa	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfulbsibh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfuwrwabzku	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfvethahcgq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfvnpr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfvwlivdwtw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfxsage	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfxzlr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfybophq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfzkbjctmgt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfzr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomfzw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomg	0.00803085632109681	0.0	0.0	0.0	
pictwittercomgacesltzpd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgbcq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgbdv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgcloct	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgcwgu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgdtw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomge	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgef	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgeqbn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgey	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgfcpwbmsae	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgfi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomggmyeiakqp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgh	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomghjqggc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomghmksomzls	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgkiewg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgkp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomglnious	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomglnzugxzua	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgmmrb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgnesbodbpc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgnjmln	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgnzippyasq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgocexdy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgoimszdp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgokui	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgot	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgowlx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgpugzfpnth	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgshr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgsopnjoyt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgsu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgsyp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgtiu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgtqsg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomguygmh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgwmn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgyc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgzdaedqneh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgzlolvh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgzom	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgzu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomgzvdcbfdti	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomh	0.014053998561919417	0.0	0.0	0.0	
pictwittercomhaudw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhddd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhdirytokat	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhdn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhdseaalrfh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhejcf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomheuzxzhgix	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhfafqpa	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhfmgbi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhfrncd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhfxhgxrpqm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhgdxg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhgqqrcr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhi	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomhin	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhir	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhitjspqyte	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhjalorr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhjbvebgxrl	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhjpv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhkbfjitqef	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhkjxhsnec	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhlreqzmlcc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhlvr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhlyelygcsn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhmdcghcvin	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhmhmeiasyf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhnevgokabl	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhnxls	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhork	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhowvd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhptqznzm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhqcunwdm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhqfhfb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhqfxwpuguy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhqla	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhrohdin	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhtaxcrdqrc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhtq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhtylsq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhuk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhuudxjvdak	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhuylqcrauk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhwxamsgtae	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhyaub	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhzboagfqnp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhzn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhzo	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomhzsuwdfwac	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomi	0.012046284481645214	0.0	0.0	0.0	
pictwittercomia	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiaqinlavui	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomib	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomibltmof	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomibvini	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomibw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiccor	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomicspenykbn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomid	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomidg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiefmlhpsjc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomif	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomifcnpxndrq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomifqfoqfzla	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomifsvdzoxlj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomifswyjdunt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomifxrqg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomig	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomigehun	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomighbqpkkjw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomigvlupuvxm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomigwi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomih	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiiteh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomikbzld	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomikr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomikxjwhosy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomil	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomilkbygukxr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomilw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomim	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomin	0.0010038570401371013	0.0	0.0	0.0	
pictwittercominusdfsw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiow	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomioxqx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomioyrll	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiphmwbtloy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiqnjb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiqwhrzjm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomirykpr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomismeliawv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomissxyeiep	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomisxjzk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomitf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiuph	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomivwltubcza	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiwcuiewa	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiywxbs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomizir	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomizj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomiznszpch	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomj	0.0070269992809597085	0.0	0.0	0.0	
pictwittercomjabykrq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjcdqa	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjdey	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjdnqqua	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjdrcwupjz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomje	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjeqacudaco	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjevolhtho	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjez	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjezzxcx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjffvmco	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjhaykotbzb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjhcnx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjheaig	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjidsdjrpla	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjiru	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjjvo	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjkbldickje	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjki	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjko	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjl	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjlfjpaq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjllidwdxck	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjlt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjmatnogkyg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjmnfi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjmniitxejs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjnfzs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjnre	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjo	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjohxc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjqg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjquweto	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjsdndhsobe	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjshtgztbcz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjsukfeimfs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjtursaz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjvhjw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjvibqkxmzb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjw	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomjwekqj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjxropqi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjyblvocrze	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjyjc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjymlxuvfhf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjyxggyrvz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomjzm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomk	0.00903471336123391	0.0	0.0	0.0	
pictwittercomkavbqkn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkb	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkbwzf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkctyvbrcqs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkdelocaqfz	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkdg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkdvpulkeel	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkehxx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkejsfg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkemyga	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkfdpvzqi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkfslefm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkfw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkgcgyxdsf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkhp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkhpqjus	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkhusrluy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkhyw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkix	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkjfyazghp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkjpf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomknerwaiv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomknr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkoldi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkpp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkptrhaerrd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkpyqi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkqcjouwzof	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkrafejooql	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkrftfh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkspniiyyub	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkucmpniy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkwmtxuinbv	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkwqywjongy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkxieixfsur	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkxwzn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomky	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkyaqd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkyex	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkyksabumbd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkyzup	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkyzxnvvd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkzi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomkzrhxdh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercoml	0.00903471336123391	0.0	0.0	0.0	
pictwittercomlc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlcireaju	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlck	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlctgj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomld	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomldg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomleficwxiaq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlfhwm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlh	0.0030115711204113035	0.0	0.0	0.0	
pictwittercomlhwensifs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlidwq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomliilrm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomliyje	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomljfy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlkijte	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomll	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomllberf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomln	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomlngbqbd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlnzjyp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlot	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlozgatfmlj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlqhubdlp	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlqmag	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlqpu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlrjfxvxuww	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlrrjjj	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlru	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlrzdtxs	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlrzpr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlsdumvwi	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlufr	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlv	0.0020077140802742025	0.0	0.0	0.0	
pictwittercomlvo	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlwhzh	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlwpopts	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlxhxpk	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlxlhbjpeoe	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomly	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomlyt	0.0010038570401371013	0.0	0.0	0.0	
pictwittercomm	0.0070269992809597085	0.0	0.0	0.0	
pictwittercommadyocnps	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommawc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommcayg	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommd	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommdfspheqdw	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommdnjxgfvpy	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommeakodvu	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommetm	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommfhdaelx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommfpkx	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommfsf	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommgji	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommgjskga	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommhcehbxrc	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommhgkojzcq	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommhn	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommhro	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommigjlvrdmo	0.0010038570401371013	0.0	0.0	0.0	
pictwittercommiyxq	0.0010038570401371013	0.0	0.0	0.0	
